II/, ABP/, PLETH/, RESP/
137,210,136,67
135,227,133,66
133,231,130,64
132,225,126,63
132,213,122,62
132,199,119,61
132,185,117,60
132,173,114,58
130,161,112,57
126,151,110,56
124,139,108,56
146,127,107,55
196,114,106,54
214,101,105,53
165,91,105,53
123,87,106,52
121,90,106,52
128,97,107,52
128,104,107,51
127,108,108,51
127,111,108,51
127,111,109,50
127,112,109,50
127,111,110,49
127,111,110,48
127,109,110,48
126,106,110,47
126,101,110,46
125,93,110,45
124,86,111,44
122,79,111,43
119,73,112,42
117,69,114,40
115,66,116,39
115,63,119,38
117,62,122,36
119,61,126,35
124,61,129,33
129,62,133,32
135,64,136,31
138,71,138,30
140,86,139,29
141,112,140,28
142,147,140,28
140,183,139,27
136,210,137,26
134,224,135,26
133,226,132,25
133,219,129,25
132,208,125,24
132,195,121,24
132,182,118,23
132,170,115,23
129,159,113,22
125,147,111,22
125,136,110,21
160,123,109,21
208,111,109,20
216,98,110,20
146,89,110,20
121,87,111,20
127,92,111,19
128,100,112,19
128,107,113,20
128,111,113,20
128,113,113,20
128,115,114,21
128,115,114,22
128,115,115,23
128,115,115,24
127,113,115,25
127,109,115,27
126,103,115,28
125,95,115,30
124,88,115,32
122,81,115,34
120,76,117,36
118,71,118,39
117,68,121,41
118,66,124,44
119,65,126,46
122,64,129,48
127,64,132,51
132,65,135,54
136,69,138,56
139,80,140,59
140,99,141,61
141,129,141,64
142,165,141,66
140,197,140,68
136,221,137,71
134,231,135,73
133,229,132,75
133,220,129,77
133,207,125,80
133,194,121,82
133,181,118,84
132,169,115,86
129,158,113,88
125,147,111,89
131,135,109,91
168,123,109,92
215,110,108,94
217,99,109,95
142,93,109,96
122,94,110,98
128,100,111,99
128,107,112,100
128,112,113,100
128,115,114,101
128,116,114,102
127,116,115,102
127,116,116,103
127,115,116,103
127,114,116,103
127,111,115,103
127,106,115,103
126,101,115,102
125,94,115,102
123,87,115,101
121,81,115,100
119,75,115,100
117,71,116,98
116,67,118,97
117,65,120,95
119,63,123,94
122,62,127,92
127,62,130,90
132,63,133,89
137,68,136,87
140,79,138,85
140,100,139,83
141,131,140,81
141,167,140,80
138,199,138,77
135,220,136,75
133,227,133,73
132,223,129,71
132,213,125,69
132,200,121,67
132,187,117,65
132,174,114,64
131,163,111,62
127,152,109,60
124,141,108,58
140,129,106,57
185,117,106,55
215,104,106,54
175,93,106,52
126,87,107,51
120,87,108,49
127,94,109,48
127,101,110,46
127,107,111,45
127,109,112,43
127,111,113,42
127,112,113,40
127,112,114,39
127,112,114,37
127,111,115,36
127,107,115,35
126,102,115,34
125,95,115,34
124,87,115,33
122,80,115,32
120,74,116,32
118,70,117,32
116,67,118,31
116,65,120,31
117,63,123,31
119,62,126,31
123,62,129,32
128,63,133,32
134,65,136,32
138,71,140,33
140,85,143,33
140,110,144,34
141,144,144,35
140,180,142,35
137,208,141,36
135,225,138,36
134,229,136,37
133,223,133,38
133,212,130,38
133,199,127,39
133,186,124,39
133,174,121,40
131,163,118,40
127,152,115,41
125,141,114,42
147,129,112,42
198,116,112,43
216,103,112,44
166,93,112,45
124,90,112,47
122,93,113,49
128,100,114,51
128,108,114,54
128,113,115,56
128,115,116,59
128,116,117,61
128,116,117,64
128,116,117,68
128,115,118,71
128,114,118,74
127,110,118,78
127,104,119,81
126,97,119,85
125,90,119,88
123,83,119,91
121,77,120,94
119,73,122,97
118,69,124,100
118,67,127,102
119,65,130,105
121,64,133,107
125,64,137,109
130,65,140,111
136,68,142,112
139,77,144,113
141,94,146,114
142,121,146,115
142,156,145,115
140,191,144,115
137,216,142,115
135,229,139,115
133,229,136,114
133,221,133,113
133,209,129,113
133,196,126,112
133,183,123,110
133,171,120,109
131,160,117,108
126,149,115,106
125,137,113,105
157,125,112,103
205,113,111,101
215,101,111,100
150,94,111,98
121,93,111,97
127,97,111,95
128,104,112,94
128,110,112,93
127,113,113,92
127,114,113,91
127,114,114,90
127,114,115,89
127,113,115,88
127,112,115,87
127,109,115,87
126,105,115,86
126,99,115,85
125,93,115,84
123,86,115,83
121,79,116,82
119,73,117,81
116,69,119,80
115,65,121,79
115,63,124,77
117,62,127,76
120,61,131,75
125,61,134,73
131,62,137,72
136,65,140,70
138,75,142,69
139,93,143,67
141,123,144,66
141,159,143,64
138,193,143,63
135,217,141,62
133,227,138,60
132,227,135,58
132,218,131,56
132,206,128,54
132,193,125,52
132,180,122,50
131,169,119,48
128,158,117,47
124,147,116,45
134,136,115,43
176,124,115,42
219,111,114,40
192,99,115,39
135,91,115,38
122,91,116,38
128,97,117,37
128,105,118,37
128,111,119,37
128,115,120,37
127,117,121,38
127,118,121,39
127,119,121,40
127,119,121,42
127,118,121,44
127,115,120,47
127,111,120,51
126,104,119,54
125,96,119,58
123,89,119,62
121,83,120,66
119,78,121,70
117,74,123,74
117,72,126,79
117,70,129,84
119,69,131,90
123,69,134,96
128,69,137,102
134,71,140,107
138,76,143,113
140,89,145,119
141,113,147,125
142,146,147,132
141,183,146,140
138,214,144,147
135,234,142,156
133,240,139,165
133,235,136,174
132,224,133,184
132,210,131,192
132,197,128,201
132,184,126,209
131,173,124,218
127,162,122,227
124,151,120,236
141,139,119,245
188,126,118,255
222,113,118,255
182,103,119,255
130,99,119,255
123,101,120,255
129,108,121,255
128,115,121,255
128,119,122,255
128,122,122,255
128,123,123,255
128,124,123,255
127,124,123,255
127,123,123,255
127,121,122,255
127,117,122,255
127,112,122,255
126,104,122,255
125,96,122,255
123,89,122,255
121,83,123,255
119,78,124,255
117,75,126,255
117,73,129,255
118,71,132,255
120,70,135,255
123,70,138,255
129,71,142,255
134,73,145,255
138,80,147,255
139,95,148,255
140,121,149,255
141,155,149,255
139,191,148,255
136,220,146,255
134,235,144,255
132,238,141,255
132,231,138,255
132,217,135,255
132,203,131,255
132,189,128,255
131,177,126,255
130,166,124,255
125,155,123,255
124,143,122,255
154,131,121,255
205,118,121,255
218,106,122,255
156,97,123,255
122,95,123,255
127,99,124,255
128,107,125,255
128,113,125,255
128,117,125,255
127,119,126,255
127,120,126,255
127,119,126,255
127,119,126,255
127,117,126,255
127,115,126,255
127,111,126,255
127,104,125,255
126,97,125,255
124,90,124,255
122,83,124,255
120,78,125,255
119,74,126,250
118,71,128,245
118,69,130,236
119,67,132,228
122,66,135,219
127,66,139,210
132,67,142,201
136,70,144,192
139,78,146,183
140,95,147,174
141,123,147,167
142,158,147,159
139,193,145,151
136,219,143,143
134,231,141,136
133,231,139,128
133,221,136,121
133,208,133,114
133,194,130,108
133,181,127,102
132,169,124,96
129,158,121,90
124,147,120,85
135,135,118,79
176,123,118,74
216,109,117,69
188,98,117,64
133,91,118,59
122,90,118,55
127,95,119,52
128,103,119,48
127,108,120,45
127,111,120,42
127,113,120,39
127,113,120,37
127,113,120,34
127,113,120,31
127,111,120,29
126,109,119,27
126,104,119,25
125,97,118,23
124,90,117,21
122,83,117,19
120,77,117,16
117,72,118,14
116,68,119,12
115,65,121,10
116,63,123,7
118,61,127,5
121,61,130,4
127,61,134,2
133,63,137,0
137,68,139,0
139,79,141,0
140,101,143,0
141,131,143,0
140,166,143,0
136,197,141,0
134,217,139,0
132,225,137,0
131,222,133,0
131,212,130,0
131,199,126,0
131,186,123,0
131,173,120,0
130,161,118,0
125,150,115,0
123,138,113,0
151,126,112,0
200,113,111,0
215,101,111,0
156,91,111,0
120,86,111,0
125,88,112,0
127,95,113,0
127,101,114,0
127,107,115,0
127,109,116,0
127,111,116,0
127,111,116,0
127,112,116,0
126,112,116,0
126,111,116,0
126,107,116,0
125,102,116,0
124,94,116,0
123,87,116,0
121,79,116,0
119,73,117,0
117,69,117,0
115,66,119,0
115,64,120,0
117,63,123,0
119,63,127,0
124,63,130,0
129,64,133,0
135,67,136,0
138,75,138,0
139,91,140,0
140,117,140,0
141,152,140,0
139,186,139,0
136,211,138,2
134,225,136,3
133,227,133,4
132,220,130,6
132,209,127,7
132,196,124,8
132,183,121,9
132,171,118,9
130,160,115,10
125,149,113,11
124,137,111,12
163,124,110,12
212,111,110,13
218,98,110,14
146,90,110,15
122,88,110,17
127,93,110,18
128,101,111,19
128,109,111,21
127,113,112,23
127,115,112,26
127,116,112,28
127,116,113,31
127,115,113,35
127,114,113,38
127,112,114,42
127,107,114,45
126,101,114,48
125,94,115,51
123,87,115,54
122,80,116,58
119,75,116,61
118,70,118,64
117,67,120,67
118,65,123,70
119,63,126,72
122,63,129,75
127,63,132,77
132,65,135,79
137,70,138,81
139,81,140,82
140,101,141,84
141,132,142,85
141,169,141,86
138,201,140,86
135,223,138,86
133,231,135,87
133,229,132,87
132,219,128,87
132,205,124,87
132,192,121,86
132,179,118,86
131,168,115,85
128,157,113,84
124,145,111,83
135,133,110,82
175,121,110,81
215,108,109,80
188,98,109,79
134,92,109,78
122,94,110,77
128,100,110,76
129,107,111,74
128,113,111,73
128,115,112,72
128,116,113,70
127,116,113,69
127,115,113,68
127,115,113,67
127,113,113,66
127,110,113,64
127,105,112,63
126,99,112,62
125,92,112,61
123,85,112,59
121,80,113,58
119,75,114,57
117,71,115,56
116,68,118,55
117,65,121,54
119,64,124,52
122,63,127,51
127,63,130,50
133,65,133,48
137,70,136,47
139,82,138,46
140,105,140,45
141,137,140,44
140,172,140,43
137,203,139,42
134,221,137,42
133,227,134,41
132,222,130,41
132,211,127,40
132,197,124,40
132,183,121,39
132,171,118,39
130,160,116,39
126,149,114,38
124,138,112,38
146,126,111,38
197,113,111,38
215,100,110,38
164,89,110,38
123,84,110,37
121,86,111,37
128,92,111,37
127,100,112,36
127,106,113,36
127,109,115,36
127,111,116,35
127,111,117,35
127,111,117,35
127,111,117,34
127,109,117,34
127,105,117,33
126,100,117,33
125,93,117,32
124,86,117,32
122,79,117,31
120,74,118,30
118,70,120,30
117,67,122,30
117,65,124,30
118,63,126,30
120,63,129,30
125,63,132,30
130,64,135,31
135,67,138,31
139,74,141,32
140,91,143,33
141,118,145,34
142,153,145,35
140,189,144,37
137,217,142,38
134,231,139,40
133,234,135,42
133,227,132,44
133,215,128,46
133,202,125,49
133,190,122,52
132,178,119,55
130,167,116,59
125,155,114,64
125,144,112,69
162,132,111,74
213,119,110,80
221,107,110,85
150,97,111,90
123,95,112,96
128,99,113,103
129,107,114,111
129,113,115,119
128,118,116,128
128,120,117,136
128,121,117,145
128,122,117,154
128,122,117,162
128,121,117,172
127,118,117,182
127,113,117,193
127,107,117,204
126,99,117,215
124,91,118,226
123,85,118,237
120,79,119,247
119,75,120,251
118,73,122,255
118,71,124,255
119,69,128,255
122,69,131,255
127,69,135,255
132,70,139,255
137,74,142,255
140,85,144,255
141,106,146,255
141,137,147,255
142,175,147,255
138,208,145,255
135,231,143,255
134,240,140,255
132,237,137,255
132,227,133,255
132,214,130,255
132,200,127,255
132,187,124,255
131,175,122,255
127,164,121,255
124,153,120,255
137,142,119,255
182,130,119,255
222,117,119,255
189,107,120,255
133,100,121,255
123,101,123,255
128,106,125,255
128,113,127,255
127,119,128,255
127,121,129,255
127,123,130,255
127,123,130,255
127,123,131,255
127,122,131,255
127,120,131,255
126,116,130,255
126,110,129,255
125,103,128,255
124,95,127,255
122,88,126,255
121,81,125,255
119,77,125,255
117,73,125,255
117,71,126,255
117,70,127,255
119,69,129,255
123,68,132,255
128,68,134,255
134,69,137,255
138,75,139,255
139,88,141,255
140,111,142,255
141,144,142,255
139,180,141,255
136,210,140,255
133,228,138,255
132,233,136,255
131,227,133,255
131,215,130,255
131,202,126,254
132,189,123,253
131,176,120,248
129,165,117,242
124,153,115,236
124,142,114,230
158,130,114,225
209,117,114,219
218,104,114,214
151,95,115,208
122,91,115,203
127,94,115,197
128,101,114,191
128,108,114,185
128,113,113,178
127,115,113,172
127,116,112,165
127,117,112,159
127,116,111,152
127,115,110,146
127,113,109,141
127,109,109,135
127,102,108,129
126,95,107,123
124,88,106,116
122,81,106,109
120,76,105,103
118,72,105,97
117,69,106,92
118,66,107,86
119,65,108,80
122,64,110,75
127,63,113,69
132,64,115,63
137,67,116,57
139,77,118,51
140,95,119,46
141,125,119,40
142,161,119,36
138,196,118,31
135,220,116,27
133,230,114,23
132,228,112,19
132,218,110,15
132,204,108,11
132,190,106,8
132,176,105,5
131,164,103,2
127,153,102,1
124,141,101,0
140,129,100,0
185,117,102,0
215,104,105,0
175,93,110,0
126,87,115,0
120,87,120,0
128,92,123,0
127,100,125,0
127,105,125,0
127,108,125,0
127,109,123,0
127,110,121,0
127,110,117,0
127,110,113,0
127,109,108,0
127,106,103,0
126,101,100,0
125,95,99,0
124,87,100,0
122,81,102,0
120,75,106,0
118,70,109,0
116,66,112,0
115,64,114,0
116,62,116,0
119,61,118,0
122,60,120,0
128,60,122,0
134,62,124,0
138,68,127,0
139,82,129,0
140,105,131,0
141,137,132,0
140,173,132,0
136,202,132,0
134,219,130,0
133,225,128,0
133,220,125,0
132,209,122,0
133,196,119,0
133,183,116,0
132,171,113,0
130,160,110,0
125,149,107,0
123,137,105,0
155,125,103,0
206,111,102,0
218,98,102,0
153,89,102,0
121,85,103,0
126,87,104,0
128,95,105,0
128,103,106,0
128,108,107,0
128,111,108,0
128,112,109,0
127,113,109,0
127,113,109,0
127,113,108,0
127,111,108,0
127,107,108,0
127,101,107,0
126,94,107,0
124,86,108,0
122,79,109,0
120,74,110,0
118,70,111,0
117,67,113,1
117,65,115,4
119,63,118,7
122,62,122,9
126,62,125,12
131,63,128,14
136,67,131,17
139,76,134,20
140,95,136,23
141,123,137,25
142,159,137,27
140,193,136,30
136,217,135,32
134,229,132,34
133,229,129,36
132,221,126,39
133,208,123,41
133,195,120,43
133,182,117,46
132,170,115,48
129,159,112,50
124,148,110,52
131,136,108,55
167,124,107,57
213,110,107,59
215,99,107,61
140,91,107,63
121,91,108,65
127,96,109,68
128,103,110,70
127,108,111,72
127,110,112,74
127,111,113,76
127,111,113,78
127,111,114,79
127,111,115,81
127,110,115,82
127,107,116,83
127,103,116,84
126,97,116,84
124,89,116,84
123,82,116,84
121,76,116,84
118,71,116,83
116,67,117,83
115,64,118,82
116,62,121,80
118,60,124,79
121,59,127,77
126,59,131,75
132,61,134,73
137,65,137,71
139,77,139,69
140,97,140,67
141,128,141,64
141,164,141,62
137,197,141,59
135,218,139,56
133,226,137,53
132,223,135,50
132,213,131,47
132,200,128,44
132,187,124,41
131,174,120,39
130,163,117,36
127,151,115,34
124,141,113,32
142,129,112,30
190,116,111,28
215,103,111,26
171,93,111,24
125,86,111,23
121,87,111,22
128,93,112,21
127,100,113,20
127,106,114,19
127,109,115,19
127,111,115,19
127,111,116,18
127,111,116,18
127,111,116,18
127,109,117,18
126,106,117,19
126,101,117,19
125,94,117,19
124,87,117,20
122,79,118,20
120,74,118,21
118,69,120,22
116,67,121,23
116,65,123,23
117,63,125,24
119,62,127,25
123,62,130,26
129,63,133,27
134,65,135,28
138,73,137,29
140,87,139,30
140,112,140,31
141,145,140,32
140,180,140,33
137,208,139,34
135,224,137,35
133,228,134,35
133,223,132,36
133,212,131,37
132,199,130,38
132,186,128,39
132,174,126,40
130,162,123,41
126,151,121,42
124,139,120,44
151,127,119,45
202,113,119,47
216,101,119,48
159,91,119,50
123,88,119,52
126,92,120,55
128,99,120,58
128,106,121,61
128,111,122,64
128,113,123,66
128,114,124,69
128,114,125,72
128,114,125,75
128,113,125,77
128,111,125,80
127,107,125,82
127,102,124,85
126,95,124,87
124,87,124,88
123,81,124,90
120,75,124,91
118,71,125,92
117,67,126,93
117,65,128,93
118,63,131,93
121,62,134,93
125,62,138,92
130,63,141,91
135,67,144,90
139,76,147,89
140,94,148,88
141,122,149,87
141,157,149,86
139,191,148,85
136,216,146,83
134,227,144,82
132,226,141,80
132,217,138,78
132,204,135,77
132,190,131,75
132,177,128,74
132,165,126,72
129,153,124,70
125,142,122,69
130,131,121,67
165,118,119,65
211,105,119,64
214,93,119,62
140,85,120,60
121,83,121,59
127,88,122,58
128,96,124,57
127,103,125,55
127,107,127,54
127,109,128,53
127,110,129,52
127,110,129,51
127,110,129,50
127,109,129,50
127,107,129,49
126,103,128,48
126,96,128,47
124,89,127,47
123,81,127,46
121,75,128,46
118,70,129,45
116,66,131,45
115,63,133,45
116,61,136,45
117,60,140,45
121,59,144,45
126,60,148,45
132,61,152,45
137,66,156,45
140,76,159,45
140,97,161,44
141,127,161,44
142,163,161,44
138,196,160,44
135,218,158,44
134,228,155,44
133,226,152,44
133,218,148,44
134,206,144,44
133,193,139,44
133,180,135,44
131,169,131,44
128,158,127,44
123,147,124,45
138,135,122,46
185,123,121,46
222,110,121,47
185,99,121,48
131,92,122,50
123,92,122,52
129,98,123,55
128,105,123,57
128,111,123,60
128,115,123,64
127,117,123,67
127,118,123,71
127,119,123,76
128,119,123,81
127,117,123,88
127,114,123,94
126,108,123,102
125,101,122,110
124,93,122,118
122,85,122,127
120,79,122,135
118,74,122,143
116,71,124,151
115,68,125,158
116,67,128,167
118,65,131,175
122,65,135,184
128,65,138,193
134,67,140,201
138,74,143,209
140,88,146,217
141,113,148,225
142,146,149,232
141,182,150,239
138,211,149,247
135,228,148,254
133,233,147,255
132,227,144,255
132,217,141,255
132,203,138,255
132,189,135,255
132,177,132,255
131,165,129,255
126,153,126,255
124,142,125,255
149,129,124,255
201,116,124,255
219,103,124,255
162,93,125,255
123,88,126,255
122,91,126,255
128,97,127,255
127,104,127,255
127,109,127,255
127,113,128,255
127,115,128,255
126,116,129,255
126,117,129,255
126,116,130,255
126,114,130,255
125,109,130,255
125,103,130,255
124,94,130,255
122,86,130,255
121,79,130,255
119,73,130,255
116,69,131,255
115,67,133,255
115,66,135,255
116,65,138,255
119,65,141,255
124,65,145,255
129,66,149,255
135,69,152,255
138,76,155,255
139,90,157,255
140,114,158,255
141,147,158,255
139,181,158,255
135,209,157,255
133,225,155,255
132,229,153,255
131,223,150,255
131,212,147,255
131,199,143,255
131,185,140,255
131,173,136,255
128,160,134,255
123,149,132,255
123,137,130,255
161,124,129,255
212,111,129,255
219,98,130,255
147,89,130,255
121,87,131,255
127,92,131,255
127,100,131,255
127,107,132,255
127,111,132,255
127,113,132,255
127,115,132,255
127,115,133,255
127,115,133,255
127,114,132,255
127,112,132,255
126,107,131,255
126,101,131,255
124,93,130,255
123,85,130,255
121,79,130,255
119,73,130,255
117,69,131,255
117,65,133,253
117,63,135,250
119,62,138,244
122,61,140,238
126,61,143,231
132,63,146,224
136,68,149,217
139,79,151,210
140,99,152,204
141,129,153,197
141,164,152,191
138,197,150,185
135,220,147,179
133,229,143,173
133,227,139,167
132,218,136,161
132,205,133,156
132,191,129,150
132,179,126,145
131,167,123,140
127,156,120,135
124,145,117,130
137,133,115,125
180,121,113,120
216,108,111,115
184,97,111,110
131,91,111,106
122,92,111,101
128,98,112,97
128,105,113,92
128,110,114,89
127,113,115,85
127,114,116,82
127,115,116,78
127,115,117,75
127,115,117,72
127,113,117,69
127,110,116,65
126,105,116,63
126,98,116,60
125,91,116,56
123,84,116,53
121,78,116,49
119,73,116,45
118,69,117,42
117,67,119,38
118,65,121,34
120,64,124,30
123,63,125,27
128,64,125,23
134,66,127,20
137,71,130,18
139,85,132,15
140,108,133,12
141,141,134,9
140,177,134,7
137,207,133,4
135,224,131,2
133,229,128,1
132,223,126,0
132,212,122,0
132,198,119,0
132,185,116,0
132,173,113,0
130,162,110,0
126,151,108,0
124,141,106,0
148,129,104,0
197,116,103,0
215,103,103,0
163,93,103,0
123,88,104,0
121,91,105,0
128,98,106,0
127,105,107,0
127,110,107,0
127,112,108,0
127,113,108,0
127,113,109,0
127,112,109,0
127,111,109,0
127,109,110,0
126,105,110,0
126,100,110,0
125,93,110,0
123,86,110,0
121,79,111,0
119,73,111,0
117,69,112,0
115,65,114,0
115,62,115,0
117,61,117,0
119,59,120,0
124,59,123,0
129,60,127,0
135,63,131,0
138,70,134,0
139,86,136,0
140,112,138,0
141,146,139,0
139,181,139,0
135,208,138,0
134,222,136,0
132,224,134,0
132,217,132,0
132,205,129,0
132,192,125,0
132,179,122,0
131,167,118,0
128,157,115,0
124,146,113,0
130,134,111,0
167,122,111,0
214,109,110,0
216,97,110,0
140,88,111,0
121,86,111,0
127,91,112,0
128,99,113,0
127,106,113,0
127,111,114,0
127,113,115,0
127,115,115,0
127,115,115,0
127,115,116,0
127,115,116,0
127,113,116,0
127,109,116,0
126,103,116,0
125,95,115,0
124,88,115,3
122,82,115,6
120,77,116,10
118,73,117,14
118,70,118,19
118,69,121,23
119,67,123,28
122,67,127,32
127,67,130,37
132,69,133,41
137,74,136,47
140,85,139,52
140,107,141,59
141,139,142,65
141,175,142,73
139,208,142,80
136,230,141,88
134,238,138,96
133,236,135,104
132,226,132,112
132,213,128,119
132,199,125,127
132,187,122,136
131,175,120,144
128,163,118,154
123,152,117,163
134,141,116,172
175,128,115,181
220,115,115,190
195,105,115,199
138,99,115,209
123,101,115,218
128,107,115,229
128,114,115,239
127,119,116,247
127,122,116,255
127,124,116,255
127,125,117,255
127,125,117,255
127,124,117,255
127,122,117,255
127,119,117,255
127,113,117,255
126,106,117,255
125,98,117,255
123,91,117,255
121,84,118,255
119,79,120,255
117,76,121,255
117,73,123,255
117,72,126,255
119,71,129,255
122,70,132,255
127,71,135,255
133,73,139,255
137,78,142,255
139,91,144,255
140,114,146,255
140,147,147,255
139,185,147,255
136,216,146,255
134,235,144,255
132,241,141,255
131,235,138,255
131,224,134,255
130,210,131,255
130,196,127,255
130,184,125,255
129,172,123,255
125,161,121,255
122,150,120,255
145,138,119,255
197,125,118,255
218,112,118,255
168,103,118,255
124,99,118,255
121,103,119,255
127,109,120,255
127,116,122,255
127,120,123,255
127,121,123,255
127,122,124,255
127,123,124,255
127,123,124,255
126,121,124,255
126,119,123,255
126,115,123,255
126,109,122,255
125,101,122,255
124,94,122,255
122,87,122,255
120,81,122,255
118,77,123,255
117,74,125,255
117,73,127,255
118,71,130,255
120,71,133,255
125,71,136,255
130,71,139,255
135,73,142,255
139,78,145,252
139,92,148,249
140,116,149,241
140,149,150,233
138,183,149,225
135,211,147,216
133,227,145,208
132,231,142,200
132,225,139,192
132,213,135,185
132,200,132,177
132,188,129,169
131,176,126,161
128,164,123,154
124,151,120,146
131,139,118,139
168,126,117,131
213,112,116,124
215,100,116,118
140,92,116,111
122,92,117,106
127,97,118,100
128,106,118,95
127,112,119,89
127,115,119,84
127,117,119,79
127,117,119,74
127,117,119,69
127,115,120,65
127,114,120,61
127,112,120,57
127,108,121,53
126,102,121,48
125,96,121,44
123,89,121,39
122,83,120,35
119,77,121,31
117,73,121,26
117,69,122,22
117,67,124,18
119,65,127,15
122,65,130,11
127,65,133,8
133,68,136,5
137,73,138,2
139,83,139,0
140,101,140,0
141,129,140,0
141,162,139,0
138,193,138,0
135,214,137,0
133,224,135,0
133,222,132,0
132,213,129,0
132,201,126,0
132,187,123,0
132,175,120,0
131,163,118,0
127,152,116,0
124,140,114,0
141,128,113,0
189,115,113,0
218,102,112,0
174,91,112,0
126,86,112,0
121,87,112,0
128,94,112,0
128,102,112,0
127,108,112,0
127,111,112,0
127,113,113,0
127,113,113,0
127,113,114,0
127,113,114,0
127,111,115,0
127,107,116,0
126,102,116,0
125,95,116,0
124,87,116,0
122,81,116,0
120,75,117,0
118,71,118,0
116,68,120,0
116,66,122,0
117,65,124,0
119,64,127,0
123,63,129,0
128,64,132,0
134,66,136,0
138,71,139,0
140,84,141,0
141,107,143,0
142,139,144,0
140,175,144,0
137,203,142,0
135,221,140,0
133,225,136,0
133,220,133,0
133,210,130,0
133,197,127,0
133,184,124,0
132,172,121,0
130,161,119,0
126,150,117,0
124,138,115,0
153,126,114,0
203,113,113,0
216,101,112,0
156,93,111,0
122,90,111,0
127,95,111,0
129,103,112,0
128,110,112,0
128,115,113,0
128,117,113,0
128,117,114,0
128,117,114,0
128,117,114,0
127,116,115,1
127,115,115,2
127,111,115,5
127,105,115,8
126,98,115,11
125,91,116,14
123,84,116,18
120,79,117,21
118,75,118,25
118,72,119,28
118,69,121,32
119,68,123,35
121,67,126,38
126,67,130,42
131,69,134,45
135,72,137,49
139,80,140,52
140,97,142,56
141,123,143,59
141,157,144,62
140,189,143,64
137,215,141,67
134,227,139,69
133,228,136,71
133,221,133,72
133,209,130,74
132,196,127,75
133,183,123,76
133,171,120,76
131,160,118,77
126,149,116,77
125,137,115,77
158,125,114,77
208,112,113,77
218,101,113,77
151,95,113,76
122,95,113,76
127,101,114,75
128,108,115,74
128,114,116,74
128,117,116,73
128,118,116,72
128,118,116,71
128,118,116,71
127,117,116,70
127,116,116,69
127,113,116,68
127,109,116,67
127,102,116,66
125,95,116,65
124,88,116,64
122,81,116,63
120,77,116,62
118,73,117,61
117,70,118,59
117,67,120,57
118,66,122,56
121,65,125,54
126,66,129,52
131,67,132,50
136,71,136,48
140,79,139,47
141,97,141,45
142,124,142,44
142,158,142,43
139,190,141,41
136,213,139,40
134,225,137,38
133,225,134,37
133,216,131,36
133,204,127,34
133,191,124,33
133,178,121,32
132,166,118,30
129,155,116,29
125,144,115,27
134,133,113,25
174,120,113,24
216,107,113,22
191,96,113,20
135,90,113,19
122,91,114,18
128,97,115,17
129,105,116,16
128,111,116,15
128,114,116,15
128,116,116,14
128,116,116,14
128,117,116,13
128,116,117,13
128,115,117,13
128,113,117,13
127,108,117,13
127,101,117,14
126,94,117,14
124,87,117,15
122,82,117,16
120,78,117,17
118,75,118,18
118,73,120,19
118,72,122,21
120,71,125,22
123,71,127,24
128,72,131,25
134,73,134,27
138,78,136,29
141,89,139,32
141,109,141,34
142,139,142,36
142,174,143,38
139,206,142,41
136,227,141,43
134,235,138,46
133,233,135,49
133,225,132,52
133,212,128,56
133,199,125,61
133,187,123,65
132,175,120,71
128,164,117,76
124,153,115,81
135,141,114,87
179,129,113,92
222,116,113,98
195,106,113,105
137,101,114,112
124,104,114,121
129,110,115,130
128,117,116,138
128,122,117,147
128,125,118,155
127,126,118,164
127,127,119,174
127,127,119,185
127,127,119,196
127,125,119,208
127,122,119,219
127,116,120,230
126,109,120,240
125,101,120,250
124,94,120,253
122,88,120,255
119,84,120,255
118,81,121,255
118,79,123,255
118,77,125,255
119,77,128,255
123,77,131,255
128,77,135,255
134,80,139,255
138,85,142,255
140,98,145,255
140,121,148,255
141,152,149,255
140,187,149,255
138,217,149,255
135,235,147,255
133,240,144,255
132,236,141,255
132,225,138,255
131,212,134,255
131,199,131,255
131,187,129,255
130,175,126,255
127,164,125,255
124,153,123,255
143,141,122,255
192,128,122,255
220,116,121,255
175,107,121,255
127,105,121,255
122,109,121,255
128,116,122,255
127,123,123,255
127,127,124,255
127,128,125,255
126,129,125,255
126,129,125,255
126,128,125,255
126,127,125,255
126,125,125,255
126,121,125,255
125,115,125,255
124,107,125,255
123,100,126,255
122,93,126,255
119,87,127,255
117,83,128,255
116,80,128,255
116,78,130,255
117,77,132,255
119,77,135,255
123,77,137,255
128,77,140,255
134,80,143,255
137,85,146,255
139,97,149,255
139,119,150,255
140,150,151,255
138,183,150,255
135,211,149,255
133,228,147,255
132,232,144,255
131,227,141,255
131,216,139,250
131,202,136,245
131,189,133,239
131,177,130,233
129,165,128,227
124,154,126,221
123,142,125,216
157,129,123,210
207,117,122,205
217,105,120,199
151,98,119,193
121,99,119,187
126,105,119,180
127,113,119,174
127,119,120,167
127,122,120,160
127,123,120,154
127,123,121,148
126,123,121,142
126,123,121,137
126,121,121,131
126,119,121,124
126,115,120,118
125,108,120,111
124,101,119,105
123,95,118,99
121,89,118,93
119,84,118,88
117,80,118,82
116,77,120,76
117,75,122,70
118,74,124,64
120,74,127,58
125,74,129,52
130,75,132,46
135,79,135,41
139,87,137,36
139,102,138,31
140,128,139,27
141,159,139,23
138,191,138,19
135,214,137,16
133,226,135,12
132,226,132,9
132,218,129,6
